trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
820,False,"{'a': 0.002, 'e': 0.19436839059432767}",25,9,-22.9563716567329,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
821,False,"{'a': 0.002, 'e': 0.19398004229089189}",30,8,26.432299208518675,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.002, 'e': 0.1935924699078839}",20,6,-17.12334122323252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
823,False,"{'a': 0.002, 'e': 0.19320567189501364}",20,14,10.282203459203032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.002, 'e': 0.1928196467050886}",20,8,7.272255599652057,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.002, 'e': 0.19243439279400748}",30,19,24.01003000632273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.002, 'e': 0.19204990862075408}",25,13,22.88784313273672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.002, 'e': 0.19166619264739126}",30,10,-28.328392340046467,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
828,False,"{'a': 0.002, 'e': 0.19128324333905458}",25,15,16.976438153311094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.002, 'e': 0.19090105916394629}",20,0,-39.381869189996536,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
830,False,"{'a': 0.002, 'e': 0.19051963859332918}",25,15,9.71388604886156,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.002, 'e': 0.1901389801015205}",20,0,8.292220268443398,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
832,False,"{'a': 0.002, 'e': 0.18975908216588572}",25,15,-1.8914578911851523,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.002, 'e': 0.18937994326683263}",25,11,17.762102370083213,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.002, 'e': 0.18900156188780515}",20,5,2.2239514691468827,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.002, 'e': 0.1886239365152772}",20,7,15.314163804895745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.002, 'e': 0.1882470656387468}",30,2,-35.73454724589255,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 1}",1
837,False,"{'a': 0.002, 'e': 0.18787094775072993}",30,16,28.918058095030396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.002, 'e': 0.18749558134675456}",20,12,8.05118350725522,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.002, 'e': 0.1871209649253546}",25,18,14.74450849771086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.002, 'e': 0.1867470969880638}",25,11,25.63012820104882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.002, 'e': 0.18637397603940997}",25,19,13.49663624949309,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.002, 'e': 0.1860016005869088}",20,0,24.17788618243058,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.002, 'e': 0.18562996914105798}",25,7,16.412729763737225,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.002, 'e': 0.18525908021533122}",25,15,7.851880558441986,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.002, 'e': 0.18488893232617234}",25,14,16.805097634538807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.002, 'e': 0.18451952399298926}",25,15,-23.947077072078987,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
847,False,"{'a': 0.002, 'e': 0.1841508537381482}",20,14,5.206779614963403,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.002, 'e': 0.18378292008696764}",25,15,-24.27013437514325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
849,False,"{'a': 0.002, 'e': 0.18341572156771246}",20,0,1.3780201962139833,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
850,False,"{'a': 0.002, 'e': 0.18304925671158812}",20,6,14.6538676974271,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.002, 'e': 0.18268352405273466}",20,9,-4.235400226588059,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.002, 'e': 0.182318522128221}",20,10,15.098957475420931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.002, 'e': 0.18195424947803895}",25,13,22.074339977088304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.002, 'e': 0.1815907046450974}",30,18,20.24214482550111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.002, 'e': 0.1812278861752166}",25,15,6.03694511357488,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.002, 'e': 0.1808657926171221}",20,2,13.335660949336562,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.002, 'e': 0.18050442252243923}",20,11,5.170383823216088,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.002, 'e': 0.1801437744456871}",20,12,-26.739004843662887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.002, 'e': 0.17978384694427296}",30,15,-16.255358875480255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
860,False,"{'a': 0.002, 'e': 0.17942463857848634}",25,9,13.097417821548916,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.002, 'e': 0.17906614791149322}",25,13,19.763484383213562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.002, 'e': 0.17870837350933053}",30,17,12.779489909044024,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.002, 'e': 0.17835131394090015}",25,11,23.238865087068607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.002, 'e': 0.17799496777796334}",20,8,14.790987122732846,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.002, 'e': 0.17763933359513495}",25,11,11.178836061525978,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.002, 'e': 0.17728440996987782}",20,0,3.866939352118754,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
867,False,"{'a': 0.002, 'e': 0.17693019548249692}",20,4,-12.533194158071797,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
868,False,"{'a': 0.002, 'e': 0.17657668871613388}",20,0,5.606610656723734,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
869,False,"{'a': 0.002, 'e': 0.1762238882567611}",20,15,10.848148235293577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.002, 'e': 0.17587179269317638}",20,9,23.384887309062147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.002, 'e': 0.17552040061699686}",25,10,-25.051895201215544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
872,False,"{'a': 0.002, 'e': 0.17516971062265388}",25,15,15.799790359899324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.002, 'e': 0.17481972130738693}",20,9,-5.901709183944356,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
874,False,"{'a': 0.002, 'e': 0.17447043127123832}",25,15,18.722145640067716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.002, 'e': 0.1741218391170474}",30,21,-0.6972445478703322,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.002, 'e': 0.17377394345044514}",30,21,6.653467559804434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.002, 'e': 0.17342674287984836}",20,6,-68.1344767213466,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
878,False,"{'a': 0.002, 'e': 0.17308023601645434}",25,18,13.926207934389073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.002, 'e': 0.17273442147423515}",20,7,25.50370447083378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.002, 'e': 0.17238929786993218}",20,15,2.559706678828561,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17204486382305054}",20,14,6.594311609080316,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.002, 'e': 0.17170111795585358}",30,14,14.051602177118527,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17135805889335737}",25,4,-20.78063540283081,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
884,False,"{'a': 0.002, 'e': 0.17101568526332522}",35,11,37.223388396372094,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.002, 'e': 0.17067399569626215}",20,10,-11.941324750727588,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
886,False,"{'a': 0.002, 'e': 0.17033298882540943}",25,15,20.789816316145423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.002, 'e': 0.16999266328673912}",30,18,17.791152966358062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.002, 'e': 0.1696530177189486}",30,16,25.767452041570237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.002, 'e': 0.16931405076345518}",25,17,6.238701549379017,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.002, 'e': 0.16897576106439058}",30,9,39.7013280624589,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.002, 'e': 0.1686381472685955}",20,3,26.094240966852887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.002, 'e': 0.16830120802561438}",20,16,8.885954019273308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.002, 'e': 0.16796494198768974}",20,8,-22.151716628050544,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
894,False,"{'a': 0.002, 'e': 0.167629347809757}",20,9,-2.5954174870606694,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
895,False,"{'a': 0.002, 'e': 0.167294424149439}",30,16,1.8279001148774914,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
896,False,"{'a': 0.002, 'e': 0.1669601696670407}",25,17,4.167125882267113,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.002, 'e': 0.16662658302554365}",20,13,5.641269789345992,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.002, 'e': 0.16629366289060088}",20,0,27.02300517674599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
899,False,"{'a': 0.002, 'e': 0.16596140793053138}",25,12,8.308333877964737,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.002, 'e': 0.16562981681631492}",35,13,35.86531577911041,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.002, 'e': 0.16529888822158653}",30,23,13.681867213377572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.002, 'e': 0.16496862082263145}",20,13,11.013128229031558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.002, 'e': 0.1646390132983796}",35,19,13.187040580154575,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.002, 'e': 0.16431006433040046}",25,7,33.27077556620786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.002, 'e': 0.16398177260289773}",20,0,32.05443673107395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
906,False,"{'a': 0.002, 'e': 0.16365413680270405}",20,0,30.535229054939453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.002, 'e': 0.1633271556192758}",30,9,0.2279415195495842,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
908,False,"{'a': 0.002, 'e': 0.16300082774468777}",20,8,11.912030633349406,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.002, 'e': 0.16267515187362808}",20,16,7.149126710041118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.002, 'e': 0.16235012670339277}",20,0,23.606074320516086,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
911,False,"{'a': 0.002, 'e': 0.16202575093388075}",20,2,14.694906241313475,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.002, 'e': 0.1617020232675885}",20,10,-2.512885423034171,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
913,False,"{'a': 0.002, 'e': 0.16137894240960493}",20,16,8.159595162325758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.002, 'e': 0.16105650706760616}",30,18,18.061445761432328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.002, 'e': 0.16073471595185038}",30,0,24.12514637550278,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
916,False,"{'a': 0.002, 'e': 0.16041356777517274}",30,20,18.30825245572498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.002, 'e': 0.1600930612529801}",20,7,2.070924018892863,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.002, 'e': 0.15977319510324592}",25,20,11.218733032819987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.002, 'e': 0.15945396804650516}",20,12,13.803704159976329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.002, 'e': 0.15913537880584921}",20,4,-30.137153421469957,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
921,False,"{'a': 0.002, 'e': 0.15881742610692068}",20,0,17.230741245648176,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
922,False,"{'a': 0.002, 'e': 0.1585001086779083}",20,16,5.403319941779917,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.002, 'e': 0.15818342524954201}",20,10,12.40225470876712,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.002, 'e': 0.1578673745550876}",25,3,34.622717004323576,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.002, 'e': 0.15755195533034191}",20,14,11.280901810290182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.002, 'e': 0.1572371663136276}",25,16,15.961474762343506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.002, 'e': 0.1569230062457882}",20,15,8.434236044275005,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.002, 'e': 0.156609473870183}",30,13,-11.118286266065311,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
929,False,"{'a': 0.002, 'e': 0.15629656793268212}",25,14,16.599775550862297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.002, 'e': 0.15598428718166135}",25,13,-35.2993739102769,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
931,False,"{'a': 0.002, 'e': 0.1556726303679973}",25,15,7.056906687841758,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.002, 'e': 0.15536159624506227}",20,10,16.339283397373695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.002, 'e': 0.15505118356871936}",30,19,7.335148775971225,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.002, 'e': 0.1547413910973175}",20,2,31.016695828185398,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.002, 'e': 0.15443221759168632}",25,15,17.360190227309985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.002, 'e': 0.1541236618151314}",30,19,18.69482416934914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.002, 'e': 0.15381572253342926}",30,18,21.499582005146472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.002, 'e': 0.15350839851482234}",20,10,15.319254846005498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.002, 'e': 0.15320168853001417}",20,14,11.374547666154628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.002, 'e': 0.15289559135216438}",25,7,17.55209177533267,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.002, 'e': 0.15259010575688386}",20,8,7.517409315199232,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.002, 'e': 0.1522852305222298}",25,7,30.287820176290715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.002, 'e': 0.1519809644287009}",30,20,6.5220117401800595,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.002, 'e': 0.15167730625923234}",30,12,5.8364453064983675,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
945,False,"{'a': 0.002, 'e': 0.1513742547991911}",25,18,-41.038275408520654,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
946,False,"{'a': 0.002, 'e': 0.15107180883637084}",20,11,15.597273718492785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.002, 'e': 0.15076996716098734}",25,20,10.204869152948962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.002, 'e': 0.15046872856567356}",20,13,11.812925183269703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.002, 'e': 0.15016809184547464}",20,0,26.930493982964506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
950,False,"{'a': 0.002, 'e': 0.14986805579784332}",20,3,-53.90710833705424,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
951,False,"{'a': 0.002, 'e': 0.14956861922263504}",25,8,15.752905169054085,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.002, 'e': 0.14926978092210305}",20,15,6.64859366071973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.002, 'e': 0.1489715397008938}",20,11,-7.912641398025824,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
954,False,"{'a': 0.002, 'e': 0.14867389436604195}",25,8,23.39903172548415,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.002, 'e': 0.14837684372696583}",35,8,42.66413464267784,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.002, 'e': 0.14808038659546244}",20,1,-8.405549060160238,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
957,False,"{'a': 0.002, 'e': 0.14778452178570287}",25,15,-5.394784529710055,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
958,False,"{'a': 0.002, 'e': 0.14748924811422748}",25,5,3.5016295304891556,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
959,False,"{'a': 0.002, 'e': 0.14719456439994122}",20,12,-34.57291146723531,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
960,False,"{'a': 0.002, 'e': 0.1469004694641088}",20,13,15.40307116864333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.002, 'e': 0.14660696213035015}",25,8,8.914747695049067,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.002, 'e': 0.14631404122463545}",25,10,24.611513623278213,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.002, 'e': 0.14602170557528074}",25,16,14.3029007090425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.002, 'e': 0.14572995401294303}",30,16,26.022808775039916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.002, 'e': 0.1454387853706157}",20,2,-34.45163537902091,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
966,False,"{'a': 0.002, 'e': 0.14514819848362373}",20,6,12.159089594855052,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.002, 'e': 0.14485819218961926}",25,13,17.167008913873943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.002, 'e': 0.14456876532857668}",30,22,5.042289320143565,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.002, 'e': 0.14427991674278817}",20,15,7.274405137268188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.002, 'e': 0.143991645276859}",30,22,-4.616684587691166,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.002, 'e': 0.14370394977770293}",20,16,8.114234174430365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.002, 'e': 0.14341682909453757}",20,6,23.823645371502582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.002, 'e': 0.14313028207887982}",25,18,12.699242720934341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.002, 'e': 0.14284430758454122}",20,13,2.4381624755941864,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.002, 'e': 0.14255890446762343}",25,3,-19.048608770007686,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
976,False,"{'a': 0.002, 'e': 0.1422740715865136}",30,20,21.791207496240283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.002, 'e': 0.14198980780187978}",30,18,3.503036730683035,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.002, 'e': 0.1417061119766665}",20,6,-4.359761441750417,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
979,False,"{'a': 0.002, 'e': 0.14142298297609007}",25,7,23.15691518408883,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.002, 'e': 0.1411404196676341}",20,11,-11.586967940308199,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
981,False,"{'a': 0.002, 'e': 0.140858420921045}",20,10,19.37291287140168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.002, 'e': 0.1405769856083274}",25,20,9.206759710216957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.002, 'e': 0.14029611260373964}",20,12,-50.06264206070289,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
984,False,"{'a': 0.002, 'e': 0.1400158007837894}",25,3,34.07440118308289,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.002, 'e': 0.13973604902722894}",20,8,-5.186427366808928,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.002, 'e': 0.13945685621505094}",25,5,33.83514840196311,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.002, 'e': 0.13917822123048373}",20,15,-5.363259447468206,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.002, 'e': 0.138900142958987}",20,10,5.959908348339075,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.002, 'e': 0.13862262028824732}",25,1,6.653581794078602,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
990,False,"{'a': 0.002, 'e': 0.13834565210817362}",25,14,19.704346243405883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.002, 'e': 0.13806923731089282}",25,6,20.91339273534874,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.002, 'e': 0.13779337479074535}",20,10,6.556648295204045,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
993,False,"{'a': 0.002, 'e': 0.13751806344428075}",25,7,-53.09475776749136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
994,False,"{'a': 0.002, 'e': 0.13724330217025332}",25,7,32.554122357489625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.002, 'e': 0.13696908986961753}",20,12,17.124860639063062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.002, 'e': 0.13669542544552385}",35,17,-54.54524194880377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
997,False,"{'a': 0.002, 'e': 0.13642230780331424}",30,13,31.91179393250981,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.002, 'e': 0.1361497358505177}",20,9,26.022367062207252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.002, 'e': 0.13587770849684613}",30,11,-17.02159001724235,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
1000,False,"{'a': 0.002, 'e': 0.1356062246541897}",20,0,31.545594755613447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.002, 'e': 0.1353352832366127}",25,19,10.520869415249166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.002, 'e': 0.13506488316034906}",20,10,5.915548739428921,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.002, 'e': 0.1347950233437982}",25,17,17.222267859667355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.002, 'e': 0.1345257027075204}",30,19,19.103209687701785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
